"Very High Voltage (kWh)";"High Voltage (kWh)";"Medium Voltage (kWh)";"Low Voltage (kWh)";"Total (kWh)";"temperature_2m (°C)";"relative_humidity_2m (%)";"precipitation (mm)";"apparent_temperature (°C)";"cloud_cover (%)";"surface_pressure (hPa)";"wind_speed_10m (km/h)";"Diffuse_Radiation";"Direct_Radiation";"wind_speed_100m (km/h)";"wind_direction_10m (°)";"wind_direction_100m (°)";"wind_gusts_10m (km/h)";"terrestrial_radiation (W/m²)";"Consumptions";"year";"month";"day_of_year";"day_of_week";"hour";"estacao_ano";"weekend"
92381.150725;180457.629775;305982.747625;635097.25637275;1213918.78449775;28.5;39;0;30;28;989.1;11.1;"Low";"High";14;328;328;29.2;1267.3;"Low Consumption";2025;7;194;1;13;"Summer";0
94574.619775;179475.577325;311597.326125;619619.458828625;1205266.982053625;29.5;36.5;0;30.8;0;988.8;11.8;"Low";"High";14.7;329;329;29.9;1237.7;"Low Consumption";2025;7;194;1;14;"Summer";0
95844.072675;184363.208975;317211.904625;604141.6612845;1201560.8475595;30.3;34;0;30.9;39;988.5;12.8;"Low";"High";16.35;331;331;31;1153.1;"Low Consumption";2025;7;194;1;15;"Summer";0
92344.45875;192360.05775;328889.3135;626493.80044;1240087.63044;30.7;32;0;30.2;16;988.2;13.850000000000001;"Low";"High";18;332;332;32.4;995.5;"Low Consumption";2025;7;194;1;16;"Summer";0
94418.916625;197222.4994;349122.8239;684761.21058975;1325525.45051475;30.5;32;0;29;8;987.7;14.9;"Low";"High";19.1;330;331;32.4;810.7;"Medium Consumption";2025;7;194;1;17;"Summer";0
90619.3666;199940.43739166667;369290.92975;759423.94991125;1419274.6836529167;29.9;34;0;28.2;21;987.8;15.066666666666666;"Low";"Medium";22.2;327;327;33.5;566.1;"Medium Consumption";2025;7;194;1;18;"Summer";0
66058.000875;202658.37538333333;381708.57005;819586.0059239999;1470010.9522323334;27.1;48;0;25.9;37;988.2;15.233333333333334;"Low";"Low";27.7;304;305;37.8;317.1;"Medium-High Consumption";2025;7;194;1;19;"Summer";0
55630.768675;205376.313375;382542.7916;848405.30824825;1491955.18189825;24.9;58;0;24.7;58;988.6;15.4;"Low";"Low";24.8;303;303;33.65;92;"Medium-High Consumption";2025;7;194;1;20;"Summer";0
80038.9027;205140.6083;372076.0821;829426.0544634999;1486681.6475634999;24.3;61;0;24.1;6;989;16.5;"None";"None";26.766666666666666;302;305;29.5;0;"Medium-High Consumption";2025;7;194;1;21;"Summer";0
91358.402125;204904.903225;359636.74935;745144.1582754999;1401044.2129755;23.2;64;0;22.5;0;989.4;17.5;"None";"None";28.733333333333334;327;330;35.3;0;"Medium Consumption";2025;7;194;1;22;"Summer";0
91585.144375;209776.067525;355811.6006;656256.1362439999;1313428.948744;22;70;0;21.5;0;989.7;18.5;"None";"None";30.7;324;328;34.9;0;"Medium Consumption";2025;7;194;1;23;"Summer";0
87221.02;211230.107725;356290.45207500004;584926.75391775;1239668.33371775;21.2;75;0;21;0;990;16.9;"None";"None";28.8;322;327;33.1;0;"Low Consumption";2025;7;195;2;0;"Summer";0
92624.828225;208244.7263;351331.197625;538458.84554325;1190659.59769325;20.2;78;0;20.2;0;990.1;15.3;"None";"None";26.1;322;327;30.6;0;"Low Consumption";2025;7;195;2;1;"Summer";0
94297.33535;209669.6748;350601.2821375;513990.97310925;1168559.26539675;19.5;82;0;19.8;0;990.1;13.1;"None";"None";23.1;324;329;27;0;"Low Consumption";2025;7;195;2;2;"Summer";0
89344.363425;209030.792575;349871.36665;501357.64395975;1149604.16660975;18.9;85;0;19.2;0;990.2;13.2;"None";"None";23.6;326;330;23.8;0;"Low Consumption";2025;7;195;2;3;"Summer";0
92193.7636;211341.481275;366298.97135;500278.878899;1170113.095124;18.4;86;0;18.4;0;990.6;13.3;"None";"None";23.4;328;332;24.1;0;"Low Consumption";2025;7;195;2;4;"Summer";0
81378.951775;220153.277425;423931.123225;497028.7138675;1222492.0662925;17.9;85;0;18;0;990.8;11.5;"None";"None";21.25;331;337;23.8;0;"Low Consumption";2025;7;195;2;5;"Summer";0
85560.499175;224601.753725;485646.7859;556590.17186675;1352399.21066675;17.9;79;0;17.9;0;991;10.6;"Low";"Low";19.1;328;338;20.5;61.4;"Low Consumption";2025;7;195;2;6;"Summer";0
83329.07005000001;224269.363725;575887.373875;654577.16406075;1538062.9717107501;19.4;73;0;19.3;0;991.2;10.6;"Low";"Low";15.6;325;329;21.6;269.4;"Medium-High Consumption";2025;7;195;2;7;"Summer";0
86119.7541125;217534.723325;620309.2025;728461.9763384999;1652425.656276;21.5;63;0;21.5;0;991.55;9.5;"Low";"Medium";12.6;328;329;23.4;520.5;"Medium-High Consumption";2025;7;195;2;8;"Summer";0
88910.438175;205360.8093;599376.8364;744736.53044725;1638384.61432225;24.2;53;0;24.2;0;991.9;8.7;"Low";"Medium";11.1;328;328;23;756.6;"Medium-High Consumption";2025;7;195;2;9;"Summer";0
87923.488925;194616.24625;576071.6637500001;755111.199579;1613722.598504;26.85;44;0;27.9;0;991.9;8.7;"Low";"High";10.7;330;331;24.1;960;"Medium-High Consumption";2025;7;195;2;10;"Summer";0
86142.524825;187309.957275;534032.4601499999;776618.6444462499;1584103.58669625;29.5;37;0;31.1;17;992;8.2;"Low";"High";10.1;328;329;24.5;1121.5;"Medium-High Consumption";2025;7;195;2;11;"Summer";0
89613.69015;193280.8175;518921.6896;741252.5251569999;1543068.722407;31.5;32;0;33.4;48;991.7;8.2;"Low";"High";9.8;320;320;24.8;1219.6;"Medium-High Consumption";2025;7;195;2;12;"Summer";0
89604.7969625;200079.080125;553602.535575;736587.0188274166;1579873.4314899165;32.9;28;0;34.9;14;991.7;7.6;"Low";"High";8.9;317;317;23.8;1266.4;"Medium-High Consumption";2025;7;195;2;13;"Summer";0
89595.903775;203664.1333;567446.3144;731921.5124978333;1592627.8639728334;34;24;0;35.2;16;991.45;9.5;"Medium";"High";11.3;314;314;26.3;1241.5;"Medium-High Consumption";2025;7;195;2;14;"Summer";0
91507.532575;204821.140175;581290.093225;727256.00616825;1604874.7721432499;34.5;23;0;34.55;0;991.2;12;"Low";"High";14.8;311;312;28.450000000000003;1152.3;"Medium-High Consumption";2025;7;195;2;15;"Summer";0
77361.757075;205771.894575;574736.6951;733254.55622425;1591124.90297425;34.5;23.5;0;33.9;0;991;13;"Low";"High";16.4;315;315;30.6;1005.1;"Medium-High Consumption";2025;7;195;2;16;"Summer";0
58438.776625;213495.4389;566029.6421749999;772700.7575245;1610664.6152245;34.1;24;0;32.4;0;990.7;13.5;"Low";"Medium";17.2;319;320;30.6;809.7;"Medium-High Consumption";2025;7;195;2;17;"Summer";0
49184.45695;221251.65295;576433.6627;858372.344074;1705242.116674;33.3;24;0;31.1;0;990.75;13.4;"Low";"Medium";17.5;317;318;29.9;579.6;"Medium-Low Consumption";2025;7;195;2;18;"Summer";0
48129.80445;225975.898475;578636.04035;916067.18961075;1768808.93288575;31.8;28;0;29.8;0;990.8;16.1;"Low";"Low";22.4;311;313;30.2;317.1;"Medium-Low Consumption";2025;7;195;2;19;"Summer";0
47745.27585;228226.369375;564629.4328000001;909314.8120445;1749915.8900695;29;37;0;27.8;0;991.2;17.5;"Low";"Low";29.2;297;300;31.7;91.2;"Medium-Low Consumption";2025;7;195;2;20;"Summer";0
45269.165525;220753.621625;528318.2996;871551.220151;1665892.306901;27.2;43;0;25.8;0;991.7;17.6;"None";"None";29.8;311;315;33.1;0;"Medium-High Consumption";2025;7;195;2;21;"Summer";0
60145.007075;217630.482825;494274.4241;768886.378471;1540936.292471;25.6;45;0;24.3;0;992.3;16.6;"None";"None";28.4;320;324;32;0;"Medium-High Consumption";2025;7;195;2;22;"Summer";0
78130.303175;217526.9129;465702.412775;668746.13320325;1430105.7620532499;24.3;47;0;22.8;0;992.2666666666667;14.8;"None";"None";26.4;324;331;29.9;0;"Medium Consumption";2025;7;195;2;23;"Summer";0
85458.158525;217423.342975;453594.13725;598461.7441125;1354937.3828625;23;49;0;21.8;0;992.2333333333333;12.4;"None";"None";22.9;327;333;26.299999999999997;0;"Medium Consumption";2025;7;196;3;0;"Summer";0
86036.453475;216439.815475;439608.417725;554531.5919075;1296616.2785825;21.5;52;0;20.5;0;992.2;9.4;"None";"None";19.1;329;336;22.7;0;"Medium Consumption";2025;7;196;3;1;"Summer";0
84268.932125;215323.1911;432599.305375;526661.60184625;1258853.03044625;20.5;54;0;19.6;0;992;7.4;"None";"None";16.1;331;342;16.6;0;"Low Consumption";2025;7;196;3;2;"Summer";0
82501.410775;214206.566725;427445.616475;513542.861076;1237696.455051;19.5;55;0;18.5;0;991.9;6.8;"None";"None";14.6;333;351;13.3;0;"Low Consumption";2025;7;196;3;3;"Summer";0
80733.889425;216857.9109125;436779.0844;513958.7859102501;1248329.6706477501;18.5;58;0;17.8;0;991.9;5.3;"None";"None";12.3;336;3;12.2;0;"Low Consumption";2025;7;196;3;4;"Summer";0
83690.110575;219509.2551;477936.29685;513667.6107915;1294803.2733165;17.5;62;0;17.1;0;991.8;3.8;"None";"None";8.45;335;18;9.4;0;"Medium Consumption";2025;7;196;3;5;"Summer";0
84832.40565;213236.84585833334;527456.4543;570475.58500825;1396001.2908165832;17.9;62;0;17.6;0;991.8;3.2;"Low";"Low";4.6;326;18;6.1;60;"Medium Consumption";2025;7;196;3;6;"Summer";0
86480.30494999999;206964.43661666667;598472.2888249999;666074.2420047501;1557991.2723964166;20.3;54;0;19.9;0;992.2;4.1;"Low";"Low";4;337;360;10.05;266.8;"Medium-High Consumption";2025;7;196;3;7;"Summer";0
84013.76259999999;200692.027375;625021.602925;728587.16714725;1638314.56004725;23.2;44;0;22.8;0;992.5;3.8;"Low";"Low";3.1;349;354;14;518.2;"Medium-High Consumption";2025;7;196;3;8;"Summer";0
81547.22025;187110.792725;606122.634575;744499.84403575;1619280.4915857501;27.2;34;0;26.6;0;992.7;2;"Medium";"Low";2.2;355;355;14.4;754.6;"Medium-High Consumption";2025;7;196;3;9;"Summer";0
82684.954925;180411.6446;599471.6987000001;772453.35432425;1635021.65254925;31.2;21;0;31.4;0;992.8;0.2;"Medium";"Low";0.6;270;198;13.3;960;"Medium-High Consumption";2025;7;196;3;10;"Summer";0
82806.481775;180982.551075;566615.0228500001;771456.414023375;1601860.469723375;34.3;18;0;34.7;0;992.6;1.5;"Medium";"Low";2.3;201;200;14.8;1120.2;"Medium-High Consumption";2025;7;196;3;11;"Summer";0
61989.478075;185994.221825;552505.268075;770459.4737225;1570948.4416975002;36;15;0;37;0;992.4;2.55;"Medium";"Low";4;248;243;16.4;1224.4;"Medium-High Consumption";2025;7;196;3;12;"Summer";0
57044.093225;188209.45275;589600.0706;771522.6291865;1606376.2457615;37.2;16;0;38.7;0;991.9;3.6;"Medium";"Low";4.4;261;258;18;1260.2;"Medium-High Consumption";2025;7;196;3;13;"Summer";0
59980.87835;190664.619025;609425.3495499999;775641.2545208749;1635712.101445875;38.2;14;0;38.9;0;991.4;5.45;"Medium";"High";6.6;281;281;20.2;1237.7;"Medium-High Consumption";2025;7;196;3;14;"Summer";0
59059.275825;197675.068325;620306.014525;779759.87985525;1656800.23853025;38.6;14;0;38.5;0;990.8499999999999;7.3;"Medium";"Medium";8.5;308;308;22;1146.6;"Medium-Low Consumption";2025;7;196;3;15;"Summer";0
62612.952225;204685.517625;614944.17015;800577.7998435;1682820.4398435;38.8;13;0;37.3;0;990.3;10.3;"Medium";"Low";12.2;314;314;25.6;1004.1;"Medium-Low Consumption";2025;7;196;3;16;"Summer";0
53982.360037499995;212157.60125;603824.775775;839887.53706475;1709852.27412725;38.1;14;0;35.9;0;989.9;12.5;"Low";"Medium";13.05;315;314;28.1;808.6;"Medium-Low Consumption";2025;7;196;3;17;"Summer";0
45351.76785;218880.10355;611537.485525;925257.74314175;1801027.1000667498;37.2;14;0;34.5;0;989.7;11.1;"Low";"Low";13.9;328;326;28.1;578.2;"Medium-Low Consumption";2025;7;196;3;18;"Summer";0
41032.262525;220917.547375;609191.96945;978081.01736725;1849222.79671725;35.7;15;0;32.8;0;989.8;11.9;"Low";"None";19.3;322;324;23.8;328.7;"Medium-Low Consumption";2025;7;196;3;19;"Summer";0
42230.092575;224716.841975;589873.63105;965994.9959855;1822815.5615855;31.9;19;0;28.2;0;989.9;17.1;"Low";"Low";29.5;302;303;27.55;90.3;"Medium-Low Consumption";2025;7;196;3;20;"Summer";0
39358.882975;218126.532925;550452.5365;925162.128452;1733100.080852;29.4;22;0;26;0;990.5;15.6;"None";"None";28.3;296;298;31.3;0;"Medium-Low Consumption";2025;7;196;3;21;"Summer";0
53717.715825;214217.208625;511896.526825;814392.131253;1594223.582528;27.5;28;0;24.8;0;991.1;14.25;"None";"None";26.55;298;300;28.533333333333335;0;"Medium-High Consumption";2025;7;196;3;22;"Summer";0
57659.082175;212932.355875;489213.8485625;710670.04287075;1470475.32948325;26.2;35;0;24.2;0;990.9333333333334;12.9;"None";"None";24.8;293;297;25.766666666666666;0;"Medium Consumption";2025;7;196;3;23;"Summer";0
59280.25575;211990.765325;466531.1703;632462.60849075;1370264.79986575;24.900000000000002;41;0;23.7;0;990.7666666666667;12.1;"None";"None";23.9;293;299;23;0;"Medium Consumption";2025;7;197;4;0;"Summer";0
56319.336625;207081.28345;452003.015625;580187.77623025;1295591.41193025;23.6;50;0;23.049999999999997;0;990.6;9.95;"None";"None";21.299999999999997;297;303;23;0;"Medium Consumption";2025;7;197;4;1;"Summer";0
59065.246875;207039.568625;443421.6871;550908.600915;1260435.103515;22.5;56;0;22.4;0;990.4;7.8;"None";"None";18.7;310;311;19.4;0;"Low Consumption";2025;7;197;4;2;"Summer";0
55952.765875;206997.8538;438768.50495;535480.25217975;1237199.37680475;21.3;63;0;21.7;0;990.2;5.7;"None";"None";14.9;314;326;13.7;0;"Low Consumption";2025;7;197;4;3;"Summer";0
57610.739075;207923.51535;448362.4305;531534.25674075;1245430.94166575;20.4;67;0;21;0;990.1;5.6;"None";"None";12.1;299;328;10.1;0;"Low Consumption";2025;7;197;4;4;"Summer";0
56078.2279;213840.719575;488961.815025;526395.505545;1285276.2680449998;19.8;69;0;20.3;0;989.9;5.3;"None";"None";11.3;305;338;10.1;0;"Medium Consumption";2025;7;197;4;5;"Summer";0
58804.5488;218397.227675;539205.608125;588081.1933867501;1404488.57798675;20.2;67;0;20.3;0;990.3;6.1;"Low";"Low";12.6;309.25;335.5;11.666666666666666;55.9;"Medium Consumption";2025;7;197;4;6;"Summer";0
58397.760175;214336.3632;614477.749525;684121.576747;1571333.449647;22.8;58;0;23.1;0;990.7;6.9;"Low";"Low";12.4;313;336;13.233333333333334;264.2;"Medium-High Consumption";2025;7;197;4;7;"Summer";0
55620.5338;207906.76495;643609.0531;753706.435289;1660842.787139;26.4;47;0;27.2;0;991.2;4.2;"Low";"Medium";7.9;320;340;14.8;515.9;"Medium-High Consumption";2025;7;197;4;8;"Summer";0
56483.795475;198079.0737875;623553.2515;777897.67309025;1656013.79385275;30.1;36;0;30.7;0;991.5;3.4;"Low";"Medium";4.2;317;317;14.8;752.7;"Medium-High Consumption";2025;7;197;4;9;"Summer";0
56658.656175;188251.382625;615734.3507;804412.54761075;1665056.93711075;33.2;27;0;34.1;0;991.8;4.2;"Low";"Medium";5.1;301;302;16.9;958.3;"Medium-High Consumption";2025;7;197;4;10;"Summer";0
57260.715075;184425.219425;578418.0929749999;831718.1278204999;1651822.1552954998;35.5;22;0;36.6;0;991.7;5.7;"Medium";"Medium";7.3999999999999995;283;283;20.2;1118.8;"Medium-High Consumption";2025;7;197;4;11;"Summer";0
58216.66785;186948.03255;561020.762125;812032.997885;1618218.4604099998;37.2;18;0;38;0;991.5;8.1;"Medium";"Medium";9.7;269;267;23.8;1219.6;"Medium-High Consumption";2025;7;197;4;12;"Summer";0
56474.737825;191133.4998;595291.148425;792347.8679495;1635247.2539995;38.5;17;0;39.2;0;991.2;9.6;"Medium";"Medium";11.7;274;272;26.3;1264.5;"Medium-High Consumption";2025;7;197;4;13;"Summer";0
61429.4906;193709.842825;610619.7614;789683.070095;1655442.16492;39.2;14;0;39;0;990.8;10.8;"Medium";"High";14;280;280;28.8;1239.7;"Medium-High Consumption";2025;7;197;4;14;"Summer";0
61839.780925;201488.0285125;616788.4228;787562.3708945;1667678.603132;39.5;13;0;38.5;0;990.3;12;"Medium";"High";14.9;284;284;29.9;1150.5;"Medium-High Consumption";2025;7;197;4;15;"Summer";0
61011.85785;209266.2142;608992.0431;797735.75225825;1677005.86740825;39.2;14;0;37.3;0;989.9;13.9;"Low";"High";17.5;290;289;31.3;1003.1;"Medium-High Consumption";2025;7;197;4;16;"Summer";0
51484.412225;219349.6207;599667.607775;836461.55990325;1706963.20060325;37.6;15;0;34.3;0;989.8;17.9;"Low";"Medium";23.2;296;296;37.1;807.4;"Medium-Low Consumption";2025;7;197;4;17;"Summer";0
41956.9666;224828.297125;604491.566775;921361.297286;1792638.1277859998;35.5;15;0;31.4;0;989.7;19.9;"Low";"Medium";27;301;301;39.2;576.8;"Medium-Low Consumption";2025;7;197;4;18;"Summer";0
39748.475325;225604.7149875;594796.6711125;968684.66817075;1828834.52959575;33.1;23.666666666666664;0;29.9;0;989.8;19.2;"Low";"Low";28.1;298;300;39.2;326.9;"Medium-Low Consumption";2025;7;197;4;19;"Summer";0
40122.55985;226381.13285;585101.7754500001;955398.15798625;1807003.62613625;30.2;32.33333333333333;0;28.75;0;990;16.8;"Low";"Low";27.6;293;293;36;89.4;"Medium-Low Consumption";2025;7;197;4;20;"Summer";0
40359.986375;213014.19755;547644.5863875;912312.0952185;1713330.865531;28.6;41;0;27.6;0;990.7;16.1;"None";"None";27.3;310;310;30.2;0;"Medium-Low Consumption";2025;7;197;4;21;"Summer";0
54593.807825;216650.1362;510187.397325;804608.20638;1586039.5477300002;26.6;46;0;25.5;0;991.1;14.6;"None";"None";24.9;308;312;29.2;0;"Medium-High Consumption";2025;7;197;4;22;"Summer";0
57936.547925;216703.928275;480886.544825;704535.472098;1460062.493123;24.5;51;0;23.7;0;990.9;13.6;"None";"None";23.6;309;313;26.3;0;"Low Consumption";2025;7;197;4;23;"Summer";0
58618.723075;217205.93085;468113.606025;630155.041482;1374093.301432;23;59;0;22.5;0;990.7;13.5;"None";"None";23.9;311;316;24.5;0;"Medium Consumption";2025;7;198;5;0;"Summer";0
56378.3498;213228.14815;453443.4057;583142.87752125;1306192.7811712502;21.3;64;0;21.3;0;990.2;11.6;"None";"None";22.1;318;326;24.5;0;"Medium Consumption";2025;7;198;5;1;"Summer";0
58004.822525;212666.992525;447184.95458749996;553443.765622;1271300.5352595;20.5;65;0;20.1;0;989.95;10.4;"None";"None";20.3;318;329;20.9;0;"Medium Consumption";2025;7;198;5;2;"Summer";0
56117.6898;213050.5035;440926.503475;544124.26067675;1254218.95745175;19.8;64;0;19.1;0;989.7;10.8;"None";"None";21.1;314;325;19.4;0;"Low Consumption";2025;7;198;5;3;"Summer";0
56203.7591;212770.524325;450191.3939;534804.7557315;1253970.4330565;19;66;0;18.3;0;989.9;11;"None";"None";21.3;312;323;19.8;0;"Low Consumption";2025;7;198;5;4;"Summer";0
57794.4427;215497.9066;491756.18955;533462.8688914999;1298511.4077415;18.3;65.66666666666667;0;17.6;0;989.9;10.15;"None";"None";20.8;312;323;19.8;0;"Medium Consumption";2025;7;198;5;5;"Summer";0
57282.903025;220572.24525;545927.6404500001;589764.91144175;1413547.7001667502;18.2;65.33333333333333;0;17.7;0;990;9.3;"Low";"Low";17.6;313;329;18.7;57.3;"Medium Consumption";2025;7;198;5;6;"Summer";0
58304.9958125;219118.574875;635707.2857250001;689278.07799075;1602408.93440325;19.9;65;0;19.549999999999997;0;990.6;9.8;"Low";"Low";16.8;306;317;20.5;261.5;"Medium-High Consumption";2025;7;198;5;7;"Summer";0
59327.0886;214864.929525;676701.458775;754285.53786125;1705179.01476125;22;55;0;21.4;0;990.9;10.4;"Low";"Medium";13.9;307;310;24.1;513.6;"Medium-Low Consumption";2025;7;198;5;8;"Summer";0
59316.98155;205358.330475;658406.8081;779600.43119275;1702682.55131775;24.7;47;0;23.9;0;991.1;11.1;"Low";"Medium";14.2;307;308;26.6;750.7;"Medium-Low Consumption";2025;7;198;5;9;"Summer";0
57787.774375;201857.841825;635850.939425;797330.1762855;1692826.7319105002;27.4;39;0;27.1;7;991.1;12.7;"Low";"Medium";16.4;309;310;30.2;956.6;"Medium Consumption";2025;7;198;5;10;"Summer";0
59397.366525000005;192494.811625;572726.310425;810064.72110825;1634683.2096832502;30.2;31;0;30.5;23;990.9;12.1;"Medium";"Medium";15.4;313;314;30.6;1117.4;"Medium-High Consumption";2025;7;198;5;11;"Summer";0
59311.7671;197873.608175;552606.766525;781069.201414;1590861.343214;31.85;25;0;32.2;4;990.6;14.149999999999999;"Low";"High";18.2;312;313;33.650000000000006;1222.1;"Medium-High Consumption";2025;7;198;5;12;"Summer";0
58677.152625;199666.2725;586083.2899750001;764619.6905605;1609046.4056605003;33.5;22;0;32.9;0;990.5;16.2;"Low";"High";21;313;313;36.7;1263.5;"Medium-High Consumption";2025;7;198;5;13;"Summer";0
49902.18025;201833.060275;587594.977725;756653.333207875;1595983.551457875;34.3;20;0;33.3;0;990.2;17.03333333333333;"Medium";"High";22.9;313;313;39.2;1238.7;"Medium-Low Consumption";2025;7;198;5;14;"Summer";0
42326.62035;209518.73503749998;592795.053125;748686.97585525;1593327.38436775;34.8;17;0;32.8;0;989.8;17.866666666666667;"Low";"High";23.5;315;315;39.2;1149.6;"Medium-High Consumption";2025;7;198;5;15;"Summer";0
41357.292;217204.4098;590059.524075;776547.0436733749;1625168.269548375;34.7;16;0;31.8;12;989.4;18.7;"Low";"High";24.7;317;317;39.6;1002;"Medium-High Consumption";2025;7;198;5;16;"Summer";0
39213.61675;228563.442775;578088.9319249999;804407.1114914999;1650273.1029414998;33.9;17;0;30.1;0;989.1;19.9;"Low";"Medium";26.7;316;316;40.150000000000006;806.1;"Medium-High Consumption";2025;7;198;5;17;"Summer";0
38924.1284625;234922.315925;585384.96855;884711.471167;1743942.8841045;32.3;19;0;28.4;0;988.85;20.2;"Low";"Medium";27.9;317;317;40.7;575.2;"Medium-Low Consumption";2025;7;198;5;18;"Summer";0
38634.640175;232949.1126;579871.4212499999;934006.12345325;1785461.2974782498;30.7;22;0;26.9;0;988.6;19.6;"Low";"Low";28.1;315;315;40;325.1;"Medium-Low Consumption";2025;7;198;5;19;"Summer";0
38774.77955;235804.84255;574357.8739499999;928222.17621375;1777159.6722637499;28.5;25;0;24.9;0;988.6;19.1;"Low";"Low";30.8;316;316;36.7;88.4;"Medium-Low Consumption";2025;7;198;5;20;"Summer";0
40935.481525;229937.21485;538521.5462249999;889101.6406245;1698495.8832244999;26;33;0;22.5;0;989.2;21.3;"None";"None";33.2;319;319;38.5;0;"Medium-Low Consumption";2025;7;198;5;21;"Summer";0
41014.9825;224069.58715;504537.033275;789666.8729852501;1559288.47591025;23;46;0;20.3;0;989.5;19.8;"None";"None";29.8;321;321;36.6;0;"Medium-High Consumption";2025;7;198;5;22;"Summer";0
52968.318525;223784.451;476133.54035;695034.1879015;1447920.4977765;21;56;0;18.9;0;989.5;17.7;"None";"None";27.3;318;319;34.699999999999996;0;"Medium Consumption";2025;7;198;5;23;"Summer";0
56859.410475;223630.0807;463871.8028;622149.41085;1366510.704825;19.8;63;0;18;0;989.3;16.9;"None";"None";26;315;317;32.8;0;"Medium Consumption";2025;7;199;6;0;"Summer";1
58170.647325;219532.27545;450413.0168;576287.736638;1304403.676213;18.5;73;0;17.4;0;989;15.8;"None";"None";24.8;312;315;29.9;0;"Medium Consumption";2025;7;199;6;1;"Summer";1
57736.04585;217020.4068;442086.7977;547606.87615125;1264450.12650125;17.6;79;0;16.6;0;988.7;15.75;"None";"None";24.55;311;314;29.9;0;"Medium Consumption";2025;7;199;6;2;"Summer";1
58692.04795;218769.47145833334;436086.982;531911.262294;1245459.7637023334;16.8;85;0;15.8;1;988.4;15.7;"None";"None";24.3;313;314;29.9;0;"Low Consumption";2025;7;199;6;3;"Summer";1
59885.246925;220518.53611666666;461646.65026250004;530816.46090125;1272866.8942054166;16.3;89;0;15.4;5;988.3;14.2;"None";"None";23.2;311;314;28.8;0;"Low Consumption";2025;7;199;6;4;"Summer";1
58054.5564;222267.600775;487206.318525;527982.597555;1295511.0732550002;15.8;91;0;15.2;60;988.3;14.649999999999999;"None";"None";22.433333333333334;312;315;26.6;0;"Medium Consumption";2025;7;199;6;5;"Summer";1
60420.761325;225651.1938;536185.201375;584665.481383;1406922.637883;16.2;87;0;15.3;0;988.4;15.1;"None";"None";21.666666666666664;315;317;28.6;55.9;"Medium Consumption";2025;7;199;6;6;"Summer";1
60949.763575;220072.008225;612393.638075;681745.99219875;1575161.40207375;17.549999999999997;79;0;16.1;0;988.7;15.3;"Low";"Low";20.9;314;316;30.6;258.8;"Medium-High Consumption";2025;7;199;6;7;"Summer";1
62881.14595;209138.0732;644860.062725;753411.5109315;1670290.7928065;18.9;69;0;17.3;24;988.9;17;"Low";"Medium";23;310;310;34.9;520.5;"Medium-High Consumption";2025;7;199;6;8;"Summer";1
60173.481975;198138.288525;622934.859225;770132.9059607501;1651379.5356857502;21.1;59;0;19.4;5;988.9;17.9;"Low";"Medium";24.2;308;309;37.8;748.6;"Medium-High Consumption";2025;7;199;6;9;"Summer";1
63257.175175;192418.000775;601009.655725;788535.3212349999;1645220.15291;23.7;51;0;22.4;5;989.2;20.5;"Low";"High";27.4;314;314;40.5;954.9;"Medium-High Consumption";2025;7;199;6;10;"Summer";1
65254.376325000005;190079.768575;560611.81885;812142.9129195;1628088.8766695;26.1;43;0;25.8;2;988.8;17.9;"Low";"High";23.7;322;321;43.2;1116;"Medium-High Consumption";2025;7;199;6;11;"Summer";1
65136.72525;195873.0373;529340.07635;768294.03178475;1558643.87068475;27.9;38;0;27.6;0;988.7;19.9;"Low";"High";26.1;314;315;42.8;1220.9;"Medium-High Consumption";2025;7;199;6;12;"Summer";1
61509.940875;199045.5246375;555632.985775;751599.5611562501;1567788.0124437502;28.6;38;0;28.35;5;988.4;20.45;"Low";"High";26.9;314;314;45;1262.4;"Medium-High Consumption";2025;7;199;6;13;"Summer";1
65637.84659999999;202218.011975;570840.266575;745062.38409175;1583758.50924175;29.5;35;0;29.1;5;987.8;21;"Low";"High";27.7;312;312;44.6;1237.7;"Medium-High Consumption";2025;7;199;6;14;"Summer";1
67650.244225;210912.033975;585044.376125;749904.74643375;1613511.40075875;30;34;0;29;0;987.3;22.1;"Medium";"High";30.450000000000003;308;308;45.7;1148.5;"Medium-High Consumption";2025;7;199;6;15;"Summer";1
64492.553;217171.9798;574920.5563;760860.1601205;1617445.2492205;29.1;37;0;27.3;1;987.2;24.7;"Low";"High";33.2;310;311;50.8;1000.8;"Medium-Low Consumption";2025;7;199;6;16;"Summer";1
65928.3793;225003.504475;566756.880225;794524.87880425;1652213.6428042501;27.4;37;0;25.9;5;987.2;25.3;"Low";"Medium";34.5;310;311;49.7;804.8;"Medium-High Consumption";2025;7;199;6;17;"Summer";1
44470.232325;233689.08885;544109.7577375;894534.0473225;1716803.126235;25.7;47;0;23.3;3;987.2;24.6;"Low";"Low";35.2;318;319;49.7;323.1;"Medium-Low Consumption";2025;7;199;6;19;"Summer";1
44762.60055;233587.3268;521462.63525;890046.048299;1689858.610899;24.299999999999997;54;0;22.2;1;987.9;22.7;"None";"Low";34.7;317;318;46.4;87.3;"Medium-Low Consumption";2025;7;199;6;20;"Summer";1
44714.937975;224456.52435;498815.5127625;850232.28244;1618219.2575275;22.9;60.5;0;21.3;0;988.5;21.8;"None";"None";33.9;315;315;41.8;0;"Medium-High Consumption";2025;7;199;6;21;"Summer";1
